source synth/list_parts.tcl
# puts [format "%-24s %-14s %-8s %s" PART PACKAGE SPEED DEVICE]
PART                     PACKAGE        SPEED    DEVICE
# foreach part [lsort [get_parts]] {
#     set pkg    [get_property PACKAGE     [get_parts $part]]
#     set speed  [get_property SPEED       [get_parts $part]]
#     set device [get_property DEVICE      [get_parts $part]]
#     puts [format "%-24s %-14s %-8s %s" $part $pkg $speed $device]
# }
xcku15p-ffva1156-3-e     ffva1156       -3       xcku15p
xcku15p-ffva1760-1-e     ffva1760       -1       xcku15p
xcku15p-ffva1760-1-i     ffva1760       -1       xcku15p
xcku15p-ffva1760-1L-i    ffva1760       -1L      xcku15p
xcku15p-ffva1760-1LV-i   ffva1760       -1LV     xcku15p
xcku15p-ffva1760-2-e     ffva1760       -2       xcku15p
xcku15p-ffva1760-2-i     ffva1760       -2       xcku15p
xcku15p-ffva1760-2L-e    ffva1760       -2L      xcku15p
xcku15p-ffva1760-2LV-e   ffva1760       -2LV     xcku15p
xcku15p-ffva1760-3-e     ffva1760       -3       xcku15p
xcku15p-ffve1517-1-e     ffve1517       -1       xcku15p
xcku15p-ffve1517-1-i     ffve1517       -1       xcku15p
xcku15p-ffve1517-1L-i    ffve1517       -1L      xcku15p
xcku15p-ffve1517-1LV-i   ffve1517       -1LV     xcku15p
xcku15p-ffve1517-2-e     ffve1517       -2       xcku15p
xcku15p-ffve1517-2-i     ffve1517       -2       xcku15p
xcku15p-ffve1517-2L-e    ffve1517       -2L      xcku15p
xcku15p-ffve1517-2LV-e   ffve1517       -2LV     xcku15p
xcku15p-ffve1517-3-e     ffve1517       -3       xcku15p
xcku15p-ffve1760-1-e     ffve1760       -1       xcku15p
xcku15p-ffve1760-1-i     ffve1760       -1       xcku15p
xcku15p-ffve1760-1L-i    ffve1760       -1L      xcku15p
xcku15p-ffve1760-1LV-i   ffve1760       -1LV     xcku15p
xcku15p-ffve1760-2-e     ffve1760       -2       xcku15p
xcku15p-ffve1760-2-i     ffve1760       -2       xcku15p
xcku15p-ffve1760-2L-e    ffve1760       -2L      xcku15p
xcku15p-ffve1760-2LV-e   ffve1760       -2LV     xcku15p
xcku15p-ffve1760-3-e     ffve1760       -3       xcku15p
xcku15p_CIV-ffva1156-1-e ffva1156       -1       xcku15p_CIV
xcku15p_CIV-ffva1156-1-i ffva1156       -1       xcku15p_CIV
xcku15p_CIV-ffva1156-1L-i ffva1156       -1L      xcku15p_CIV
xcku15p_CIV-ffva1156-1LV-i ffva1156       -1LV     xcku15p_CIV
xcku15p_CIV-ffva1156-2-e ffva1156       -2       xcku15p_CIV
xcku15p_CIV-ffva1156-2-i ffva1156       -2       xcku15p_CIV
xcku15p_CIV-ffva1156-2L-e ffva1156       -2L      xcku15p_CIV
xcku15p_CIV-ffva1156-2LV-e ffva1156       -2LV     xcku15p_CIV
xcku15p_CIV-ffva1156-3-e ffva1156       -3       xcku15p_CIV
xcku15p_CIV-ffva1760-1-e ffva1760       -1       xcku15p_CIV
xcku15p_CIV-ffva1760-1-i ffva1760       -1       xcku15p_CIV
xcku15p_CIV-ffva1760-1L-i ffva1760       -1L      xcku15p_CIV
xcku15p_CIV-ffva1760-1LV-i ffva1760       -1LV     xcku15p_CIV
xcku15p_CIV-ffva1760-2-e ffva1760       -2       xcku15p_CIV
xcku15p_CIV-ffva1760-2-i ffva1760       -2       xcku15p_CIV
xcku15p_CIV-ffva1760-2L-e ffva1760       -2L      xcku15p_CIV
xcku15p_CIV-ffva1760-2LV-e ffva1760       -2LV     xcku15p_CIV
xcku15p_CIV-ffva1760-3-e ffva1760       -3       xcku15p_CIV
xcku15p_CIV-ffve1517-1-e ffve1517       -1       xcku15p_CIV
xcku15p_CIV-ffve1517-1-i ffve1517       -1       xcku15p_CIV
xcku15p_CIV-ffve1517-1L-i ffve1517       -1L      xcku15p_CIV
xcku15p_CIV-ffve1517-1LV-i ffve1517       -1LV     xcku15p_CIV
xcku15p_CIV-ffve1517-2-e ffve1517       -2       xcku15p_CIV
xcku15p_CIV-ffve1517-2-i ffve1517       -2       xcku15p_CIV
xcku15p_CIV-ffve1517-2L-e ffve1517       -2L      xcku15p_CIV
xcku15p_CIV-ffve1517-2LV-e ffve1517       -2LV     xcku15p_CIV
xcku15p_CIV-ffve1517-3-e ffve1517       -3       xcku15p_CIV
xcku15p_CIV-ffve1760-1-e ffve1760       -1       xcku15p_CIV
xcku15p_CIV-ffve1760-1-i ffve1760       -1       xcku15p_CIV
xcku15p_CIV-ffve1760-1L-i ffve1760       -1L      xcku15p_CIV
xcku15p_CIV-ffve1760-1LV-i ffve1760       -1LV     xcku15p_CIV
xcku15p_CIV-ffve1760-2-e ffve1760       -2       xcku15p_CIV
xcku15p_CIV-ffve1760-2-i ffve1760       -2       xcku15p_CIV
xcku15p_CIV-ffve1760-2L-e ffve1760       -2L      xcku15p_CIV
xcku15p_CIV-ffve1760-2LV-e ffve1760       -2LV     xcku15p_CIV
xcku15p_CIV-ffve1760-3-e ffve1760       -3       xcku15p_CIV
xcku19p-ffvb2104-1-e     ffvb2104       -1       xcku19p
xcku19p-ffvb2104-1-i     ffvb2104       -1       xcku19p
xcku19p-ffvb2104-1L-i    ffvb2104       -1L      xcku19p
xcku19p-ffvb2104-1LV-i   ffvb2104       -1LV     xcku19p
xcku19p-ffvb2104-2-e     ffvb2104       -2       xcku19p
xcku19p-ffvb2104-2-i     ffvb2104       -2       xcku19p
xcku19p-ffvb2104-2L-e    ffvb2104       -2L      xcku19p
xcku19p-ffvb2104-2LV-e   ffvb2104       -2LV     xcku19p
xcku19p-ffvb2104-3-e     ffvb2104       -3       xcku19p
xcku19p-ffvj1760-1-e     ffvj1760       -1       xcku19p
xcku19p-ffvj1760-1-i     ffvj1760       -1       xcku19p
xcku19p-ffvj1760-1L-i    ffvj1760       -1L      xcku19p
xcku19p-ffvj1760-1LV-i   ffvj1760       -1LV     xcku19p
xcku19p-ffvj1760-2-e     ffvj1760       -2       xcku19p
xcku19p-ffvj1760-2-i     ffvj1760       -2       xcku19p
xcku19p-ffvj1760-2L-e    ffvj1760       -2L      xcku19p
xcku19p-ffvj1760-2LV-e   ffvj1760       -2LV     xcku19p
xcku19p-ffvj1760-3-e     ffvj1760       -3       xcku19p
xcku19p_CIV-ffvb2104-1-e ffvb2104       -1       xcku19p_CIV
xcku19p_CIV-ffvb2104-1-i ffvb2104       -1       xcku19p_CIV
xcku19p_CIV-ffvb2104-1L-i ffvb2104       -1L      xcku19p_CIV
xcku19p_CIV-ffvb2104-1LV-i ffvb2104       -1LV     xcku19p_CIV
xcku19p_CIV-ffvb2104-2-e ffvb2104       -2       xcku19p_CIV
xcku19p_CIV-ffvb2104-2-i ffvb2104       -2       xcku19p_CIV
xcku19p_CIV-ffvb2104-2L-e ffvb2104       -2L      xcku19p_CIV
xcku19p_CIV-ffvb2104-2LV-e ffvb2104       -2LV     xcku19p_CIV
xcku19p_CIV-ffvb2104-3-e ffvb2104       -3       xcku19p_CIV
xcku19p_CIV-ffvj1760-1-e ffvj1760       -1       xcku19p_CIV
xcku19p_CIV-ffvj1760-1-i ffvj1760       -1       xcku19p_CIV
xcku19p_CIV-ffvj1760-1L-i ffvj1760       -1L      xcku19p_CIV
xcku19p_CIV-ffvj1760-1LV-i ffvj1760       -1LV     xcku19p_CIV
xcku19p_CIV-ffvj1760-2-e ffvj1760       -2       xcku19p_CIV
xcku19p_CIV-ffvj1760-2-i ffvj1760       -2       xcku19p_CIV
xcku19p_CIV-ffvj1760-2L-e ffvj1760       -2L      xcku19p_CIV
xcku19p_CIV-ffvj1760-2LV-e ffvj1760       -2LV     xcku19p_CIV
xcku19p_CIV-ffvj1760-3-e ffvj1760       -3       xcku19p_CIV
xcku3p-ffva676-1-e       ffva676        -1       xcku3p
xcku3p-ffva676-1-i       ffva676        -1       xcku3p
xcku3p-ffva676-1L-i      ffva676        -1L      xcku3p
xcku3p-ffva676-1LV-i     ffva676        -1LV     xcku3p
xcku3p-ffva676-2-e       ffva676        -2       xcku3p
xcku3p-ffva676-2-i       ffva676        -2       xcku3p
xcku3p-ffva676-2L-e      ffva676        -2L      xcku3p
xcku3p-ffva676-2LV-e     ffva676        -2LV     xcku3p
xcku3p-ffva676-3-e       ffva676        -3       xcku3p
xcku3p-ffvb676-1-e       ffvb676        -1       xcku3p
xcku3p-ffvb676-1-i       ffvb676        -1       xcku3p
xcku3p-ffvb676-1L-i      ffvb676        -1L      xcku3p
xcku3p-ffvb676-1LV-i     ffvb676        -1LV     xcku3p
xcku3p-ffvb676-2-e       ffvb676        -2       xcku3p
xcku3p-ffvb676-2-i       ffvb676        -2       xcku3p
xcku3p-ffvb676-2L-e      ffvb676        -2L      xcku3p
xcku3p-ffvb676-2LV-e     ffvb676        -2LV     xcku3p
xcku3p-ffvb676-3-e       ffvb676        -3       xcku3p
xcku3p-ffvd900-1-e       ffvd900        -1       xcku3p
xcku3p-ffvd900-1-i       ffvd900        -1       xcku3p
xcku3p-ffvd900-1L-i      ffvd900        -1L      xcku3p
xcku3p-ffvd900-1LV-i     ffvd900        -1LV     xcku3p
xcku3p-ffvd900-2-e       ffvd900        -2       xcku3p
xcku3p-ffvd900-2-i       ffvd900        -2       xcku3p
xcku3p-ffvd900-2L-e      ffvd900        -2L      xcku3p
xcku3p-ffvd900-2LV-e     ffvd900        -2LV     xcku3p
xcku3p-ffvd900-3-e       ffvd900        -3       xcku3p
xcku3p-sfvb784-1-e       sfvb784        -1       xcku3p
xcku3p-sfvb784-1-i       sfvb784        -1       xcku3p
xcku3p-sfvb784-1L-i      sfvb784        -1L      xcku3p
xcku3p-sfvb784-1LV-i     sfvb784        -1LV     xcku3p
xcku3p-sfvb784-2-e       sfvb784        -2       xcku3p
xcku3p-sfvb784-2-i       sfvb784        -2       xcku3p
xcku3p-sfvb784-2L-e      sfvb784        -2L      xcku3p
xcku3p-sfvb784-2LV-e     sfvb784        -2LV     xcku3p
xcku3p-sfvb784-3-e       sfvb784        -3       xcku3p
xcku5p-ffva676-1-e       ffva676        -1       xcku5p
xcku5p-ffva676-1-i       ffva676        -1       xcku5p
xcku5p-ffva676-1L-i      ffva676        -1L      xcku5p
xcku5p-ffva676-1LV-i     ffva676        -1LV     xcku5p
xcku5p-ffva676-2-e       ffva676        -2       xcku5p
xcku5p-ffva676-2-i       ffva676        -2       xcku5p
xcku5p-ffva676-2L-e      ffva676        -2L      xcku5p
xcku5p-ffva676-2LV-e     ffva676        -2LV     xcku5p
xcku5p-ffva676-3-e       ffva676        -3       xcku5p
xcku5p-ffvb676-1-e       ffvb676        -1       xcku5p
xcku5p-ffvb676-1-i       ffvb676        -1       xcku5p
xcku5p-ffvb676-1L-i      ffvb676        -1L      xcku5p
xcku5p-ffvb676-1LV-i     ffvb676        -1LV     xcku5p
xcku5p-ffvb676-2-e       ffvb676        -2       xcku5p
xcku5p-ffvb676-2-i       ffvb676        -2       xcku5p
xcku5p-ffvb676-2L-e      ffvb676        -2L      xcku5p
xcku5p-ffvb676-2LV-e     ffvb676        -2LV     xcku5p
xcku5p-ffvb676-3-e       ffvb676        -3       xcku5p
xcku5p-ffvd900-1-e       ffvd900        -1       xcku5p
xcku5p-ffvd900-1-i       ffvd900        -1       xcku5p
xcku5p-ffvd900-1L-i      ffvd900        -1L      xcku5p
xcku5p-ffvd900-1LV-i     ffvd900        -1LV     xcku5p
xcku5p-ffvd900-2-e       ffvd900        -2       xcku5p
xcku5p-ffvd900-2-i       ffvd900        -2       xcku5p
xcku5p-ffvd900-2L-e      ffvd900        -2L      xcku5p
xcku5p-ffvd900-2LV-e     ffvd900        -2LV     xcku5p
xcku5p-ffvd900-3-e       ffvd900        -3       xcku5p
xcku5p-sfvb784-1-e       sfvb784        -1       xcku5p
xcku5p-sfvb784-1-i       sfvb784        -1       xcku5p
xcku5p-sfvb784-1L-i      sfvb784        -1L      xcku5p
xcku5p-sfvb784-1LV-i     sfvb784        -1LV     xcku5p
xcku5p-sfvb784-2-e       sfvb784        -2       xcku5p
xcku5p-sfvb784-2-i       sfvb784        -2       xcku5p
xcku5p-sfvb784-2L-e      sfvb784        -2L      xcku5p
xcku5p-sfvb784-2LV-e     sfvb784        -2LV     xcku5p
xcku5p-sfvb784-3-e       sfvb784        -3       xcku5p
xcku9p-ffve900-1-e       ffve900        -1       xcku9p
xcku9p-ffve900-1-i       ffve900        -1       xcku9p
xcku9p-ffve900-1L-i      ffve900        -1L      xcku9p
xcku9p-ffve900-1LV-i     ffve900        -1LV     xcku9p
xcku9p-ffve900-2-e       ffve900        -2       xcku9p
xcku9p-ffve900-2-i       ffve900        -2       xcku9p
xcku9p-ffve900-2L-e      ffve900        -2L      xcku9p
xcku9p-ffve900-2LV-e     ffve900        -2LV     xcku9p
xcku9p-ffve900-3-e       ffve900        -3       xcku9p
xcsu10p-cmva361-1-e      cmva361        -1       xcsu10p
xcsu10p-cmva361-1-i      cmva361        -1       xcsu10p
xcsu10p-cmva361-1L-i     cmva361        -1L      xcsu10p
xcsu10p-cmva361-1LV-i    cmva361        -1LV     xcsu10p
xcsu10p-cmva361-2-e      cmva361        -2       xcsu10p
xcsu10p-cmva361-2-i      cmva361        -2       xcsu10p
xcsu10p-cmva529-1-e      cmva529        -1       xcsu10p
xcsu10p-cmva529-1-i      cmva529        -1       xcsu10p
xcsu10p-cmva529-1L-i     cmva529        -1L      xcsu10p
xcsu10p-cmva529-1LV-i    cmva529        -1LV     xcsu10p
xcsu10p-cmva529-2-e      cmva529        -2       xcsu10p
xcsu10p-cmva529-2-i      cmva529        -2       xcsu10p
xcsu10p-sbvb625-1-e      sbvb625        -1       xcsu10p
xcsu10p-sbvb625-1-i      sbvb625        -1       xcsu10p
xcsu10p-sbvb625-1L-i     sbvb625        -1L      xcsu10p
xcsu10p-sbvb625-1LV-i    sbvb625        -1LV     xcsu10p
xcsu10p-sbvb625-2-e      sbvb625        -2       xcsu10p
xcsu10p-sbvb625-2-i      sbvb625        -2       xcsu10p
xcsu25p-cmva361-1-e      cmva361        -1       xcsu25p
xcsu25p-cmva361-1-i      cmva361        -1       xcsu25p
xcsu25p-cmva361-1L-i     cmva361        -1L      xcsu25p
xcsu25p-cmva361-1LV-i    cmva361        -1LV     xcsu25p
xcsu25p-cmva361-2-e      cmva361        -2       xcsu25p
xcsu25p-cmva361-2-i      cmva361        -2       xcsu25p
xcsu25p-cmva529-1-e      cmva529        -1       xcsu25p
xcsu25p-cmva529-1-i      cmva529        -1       xcsu25p
xcsu25p-cmva529-1L-i     cmva529        -1L      xcsu25p
xcsu25p-cmva529-1LV-i    cmva529        -1LV     xcsu25p
xcsu25p-cmva529-2-e      cmva529        -2       xcsu25p
xcsu25p-cmva529-2-i      cmva529        -2       xcsu25p
xcsu25p-sbvb625-1-e      sbvb625        -1       xcsu25p
xcsu25p-sbvb625-1-i      sbvb625        -1       xcsu25p
xcsu25p-sbvb625-1L-i     sbvb625        -1L      xcsu25p
xcsu25p-sbvb625-1LV-i    sbvb625        -1LV     xcsu25p
xcsu25p-sbvb625-2-e      sbvb625        -2       xcsu25p
xcsu25p-sbvb625-2-i      sbvb625        -2       xcsu25p
xcsu35p-cmva361-1-e      cmva361        -1       xcsu35p
xcsu35p-cmva361-1-i      cmva361        -1       xcsu35p
xcsu35p-cmva361-1L-i     cmva361        -1L      xcsu35p
xcsu35p-cmva361-1LV-i    cmva361        -1LV     xcsu35p
xcsu35p-cmva361-2-e      cmva361        -2       xcsu35p
xcsu35p-cmva361-2-i      cmva361        -2       xcsu35p
xcsu35p-cmva529-1-e      cmva529        -1       xcsu35p
xcsu35p-cmva529-1-i      cmva529        -1       xcsu35p
xcsu35p-cmva529-1L-i     cmva529        -1L      xcsu35p
xcsu35p-cmva529-1LV-i    cmva529        -1LV     xcsu35p
xcsu35p-cmva529-2-e      cmva529        -2       xcsu35p
xcsu35p-cmva529-2-i      cmva529        -2       xcsu35p
xcsu35p-sbvb625-1-e      sbvb625        -1       xcsu35p
xcsu35p-sbvb625-1-i      sbvb625        -1       xcsu35p
xcsu35p-sbvb625-1L-i     sbvb625        -1L      xcsu35p
xcsu35p-sbvb625-1LV-i    sbvb625        -1LV     xcsu35p
xcsu35p-sbvb625-2-e      sbvb625        -2       xcsu35p
xcsu35p-sbvb625-2-i      sbvb625        -2       xcsu35p
xcu200-fsgd2104-2-e      fsgd2104       -2       xcu200
xcu25-ffvc1760-2L-e      ffvc1760       -2L      xcu25
xcu25-ffvc1760-2LV-e     ffvc1760       -2LV     xcu25
xcu250-figd2104-2-e      figd2104       -2       xcu250
xcu250-figd2104-2L-e     figd2104       -2L      xcu250
xcu250-figd2104-2LV-e    figd2104       -2LV     xcu250
xcu26-vsva1365-2L-e      vsva1365       -2L      xcu26
xcu26-vsva1365-2LV-e     vsva1365       -2LV     xcu26
xcu30-fbvb900-2-e        fbvb900        -2       xcu30
xcu50-fsvh2104-2-e       fsvh2104       -2       xcu50
xcu50-fsvh2104-2L-e      fsvh2104       -2L      xcu50
xcu50-fsvh2104-2LV-e     fsvh2104       -2LV     xcu50
xcu50-fsvh2104-3-e       fsvh2104       -3       xcu50
xcu55c-fsvh2892-2L-e     fsvh2892       -2L      xcu55c
xcu55c-fsvh2892-2LV-e    fsvh2892       -2LV     xcu55c
xcu55n-fsvh2892-2L-e     fsvh2892       -2L      xcu55n
xcu55n-fsvh2892-2LV-e    fsvh2892       -2LV     xcu55n
xcux35-vsva1365-2-e      vsva1365       -2       xcux35
xcux35-vsva1365-2LV-e    vsva1365       -2LV     xcux35
xcux35-vsva1365-3-e      vsva1365       -3       xcux35
xcvu065-ffvc1517-1-i     ffvc1517       -1       xcvu065
xcvu065-ffvc1517-1H-e    ffvc1517       -1H      xcvu065
xcvu065-ffvc1517-1HV-e   ffvc1517       -1HV     xcvu065
xcvu065-ffvc1517-2-e     ffvc1517       -2       xcvu065
xcvu065-ffvc1517-2-i     ffvc1517       -2       xcvu065
xcvu065-ffvc1517-3-e     ffvc1517       -3       xcvu065
xcvu065_CIV-ffvc1517-1-i ffvc1517       -1       xcvu065_CIV
xcvu065_CIV-ffvc1517-1H-e ffvc1517       -1H      xcvu065_CIV
xcvu065_CIV-ffvc1517-1HV-e ffvc1517       -1HV     xcvu065_CIV
xcvu065_CIV-ffvc1517-2-e ffvc1517       -2       xcvu065_CIV
xcvu065_CIV-ffvc1517-2-i ffvc1517       -2       xcvu065_CIV
xcvu065_CIV-ffvc1517-3-e ffvc1517       -3       xcvu065_CIV
xcvu080-ffva2104-1-i     ffva2104       -1       xcvu080
xcvu080-ffva2104-1H-e    ffva2104       -1H      xcvu080
xcvu080-ffva2104-1HV-e   ffva2104       -1HV     xcvu080
xcvu080-ffva2104-2-e     ffva2104       -2       xcvu080
xcvu080-ffva2104-2-i     ffva2104       -2       xcvu080
xcvu080-ffva2104-3-e     ffva2104       -3       xcvu080
xcvu080-ffvb1760-1-i     ffvb1760       -1       xcvu080
xcvu080-ffvb1760-1H-e    ffvb1760       -1H      xcvu080
xcvu080-ffvb1760-1HV-e   ffvb1760       -1HV     xcvu080
xcvu080-ffvb1760-2-e     ffvb1760       -2       xcvu080
xcvu080-ffvb1760-2-i     ffvb1760       -2       xcvu080
xcvu080-ffvb1760-3-e     ffvb1760       -3       xcvu080
xcvu080-ffvb2104-1-i     ffvb2104       -1       xcvu080
xcvu080-ffvb2104-1H-e    ffvb2104       -1H      xcvu080
xcvu080-ffvb2104-1HV-e   ffvb2104       -1HV     xcvu080
xcvu080-ffvb2104-2-e     ffvb2104       -2       xcvu080
xcvu080-ffvb2104-2-i     ffvb2104       -2       xcvu080
xcvu080-ffvb2104-3-e     ffvb2104       -3       xcvu080
xcvu080-ffvc1517-1-i     ffvc1517       -1       xcvu080
xcvu080-ffvc1517-1H-e    ffvc1517       -1H      xcvu080
xcvu080-ffvc1517-1HV-e   ffvc1517       -1HV     xcvu080
xcvu080-ffvc1517-2-e     ffvc1517       -2       xcvu080
xcvu080-ffvc1517-2-i     ffvc1517       -2       xcvu080
xcvu080-ffvc1517-3-e     ffvc1517       -3       xcvu080
xcvu080-ffvd1517-1-i     ffvd1517       -1       xcvu080
xcvu080-ffvd1517-1H-e    ffvd1517       -1H      xcvu080
xcvu080-ffvd1517-1HV-e   ffvd1517       -1HV     xcvu080
xcvu080-ffvd1517-2-e     ffvd1517       -2       xcvu080
xcvu080-ffvd1517-2-i     ffvd1517       -2       xcvu080
xcvu080-ffvd1517-3-e     ffvd1517       -3       xcvu080
xcvu080_CIV-ffva2104-1-i ffva2104       -1       xcvu080_CIV
xcvu080_CIV-ffva2104-1H-e ffva2104       -1H      xcvu080_CIV
xcvu080_CIV-ffva2104-1HV-e ffva2104       -1HV     xcvu080_CIV
xcvu080_CIV-ffva2104-2-e ffva2104       -2       xcvu080_CIV
xcvu080_CIV-ffva2104-2-i ffva2104       -2       xcvu080_CIV
xcvu080_CIV-ffva2104-3-e ffva2104       -3       xcvu080_CIV
xcvu080_CIV-ffvb1760-1-i ffvb1760       -1       xcvu080_CIV
xcvu080_CIV-ffvb1760-1H-e ffvb1760       -1H      xcvu080_CIV
xcvu080_CIV-ffvb1760-1HV-e ffvb1760       -1HV     xcvu080_CIV
xcvu080_CIV-ffvb1760-2-e ffvb1760       -2       xcvu080_CIV
xcvu080_CIV-ffvb1760-2-i ffvb1760       -2       xcvu080_CIV
xcvu080_CIV-ffvb1760-3-e ffvb1760       -3       xcvu080_CIV
xcvu080_CIV-ffvb2104-1-i ffvb2104       -1       xcvu080_CIV
xcvu080_CIV-ffvb2104-1H-e ffvb2104       -1H      xcvu080_CIV
xcvu080_CIV-ffvb2104-1HV-e ffvb2104       -1HV     xcvu080_CIV
xcvu080_CIV-ffvb2104-2-e ffvb2104       -2       xcvu080_CIV
xcvu080_CIV-ffvb2104-2-i ffvb2104       -2       xcvu080_CIV
xcvu080_CIV-ffvb2104-3-e ffvb2104       -3       xcvu080_CIV
xcvu080_CIV-ffvc1517-1-i ffvc1517       -1       xcvu080_CIV
xcvu080_CIV-ffvc1517-1H-e ffvc1517       -1H      xcvu080_CIV
xcvu080_CIV-ffvc1517-1HV-e ffvc1517       -1HV     xcvu080_CIV
xcvu080_CIV-ffvc1517-2-e ffvc1517       -2       xcvu080_CIV
xcvu080_CIV-ffvc1517-2-i ffvc1517       -2       xcvu080_CIV
xcvu080_CIV-ffvc1517-3-e ffvc1517       -3       xcvu080_CIV
xcvu080_CIV-ffvd1517-1-i ffvd1517       -1       xcvu080_CIV
xcvu080_CIV-ffvd1517-1H-e ffvd1517       -1H      xcvu080_CIV
xcvu080_CIV-ffvd1517-1HV-e ffvd1517       -1HV     xcvu080_CIV
xcvu080_CIV-ffvd1517-2-e ffvd1517       -2       xcvu080_CIV
xcvu080_CIV-ffvd1517-2-i ffvd1517       -2       xcvu080_CIV
xcvu080_CIV-ffvd1517-3-e ffvd1517       -3       xcvu080_CIV
xcvu095-ffva2104-1-i     ffva2104       -1       xcvu095
xcvu095-ffva2104-1H-e    ffva2104       -1H      xcvu095
xcvu095-ffva2104-1HV-e   ffva2104       -1HV     xcvu095
xcvu095-ffva2104-2-e     ffva2104       -2       xcvu095
xcvu095-ffva2104-2-i     ffva2104       -2       xcvu095
xcvu095-ffva2104-3-e     ffva2104       -3       xcvu095
xcvu095-ffvb1760-1-i     ffvb1760       -1       xcvu095
xcvu095-ffvb1760-1H-e    ffvb1760       -1H      xcvu095
xcvu095-ffvb1760-1HV-e   ffvb1760       -1HV     xcvu095
xcvu095-ffvb1760-2-e     ffvb1760       -2       xcvu095
xcvu095-ffvb1760-2-i     ffvb1760       -2       xcvu095
xcvu095-ffvb1760-3-e     ffvb1760       -3       xcvu095
xcvu095-ffvb2104-1-i     ffvb2104       -1       xcvu095
xcvu095-ffvb2104-1H-e    ffvb2104       -1H      xcvu095
xcvu095-ffvb2104-1HV-e   ffvb2104       -1HV     xcvu095
xcvu095-ffvb2104-2-e     ffvb2104       -2       xcvu095
xcvu095-ffvb2104-2-i     ffvb2104       -2       xcvu095
